Date,Title,Url,Language,Author,Avatar,Category Details,Checked,City,Display URLs,Expanded URLs,Full Name,Full Text,Gender,Hashtags,Impact,Impressions,Latitude,Location Name,Longitude,Media Filter,Media URLs,Mentioned Authors,Original Url,Thread Author,Thread Created Date,Thread Entry Type,Thread Id,Thread URL,Twitter Author ID,Twitter Channel Role,Twitter Followers,Twitter Following,Twitter Reply Count,Twitter Reply to,Twitter Retweet of,Twitter Retweets,Twitter Tweets,Twitter Verified,Updated,Reach (new)
18:33.0,"@USWNT What an incredible day! ðŸŒ¹âš½ï¸ 
Until we meet again @USWNT ðŸ‘",http://twitter.com/RoseBowlStadium/statuses/1245128377280815106,en,RoseBowlStadium,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/78969768?token=a52eb373c2d950d0586ddde1b637c10efcaec3cea6da202efd5d21d2fbf883ea,,FALSE,Los Angeles,,,RoseBowlStadium (Rose Bowl Stadium),@USWNT What an incredible day! ðŸŒ¹âš½ï¸ Until we meet again @USWNT ðŸ‘,female,,40.7,25540,0,"Pasadena, CA, USA",0,,,@uswnt,http://twitter.com/RoseBowlStadium/statuses/1245128377280815106,USWNT,,reply,1.2447E+18,,78969768,,25540,525,0,http://twitter.com/USWNT/statuses/1244698735818539008,,0,7237,FALSE,2020-10-05T16:39:32.528+0000,8408
18:08.0,@TeamUSA @NastiaLiukin winning the All Around in gymnastics in 2008,http://twitter.com/helens2017/statuses/1245128272620539904,en,helens2017,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/73991237?token=0a4a8777339f0b24519d6a23f66e4b207920c96fe09357baf70284bd68d435f5,,FALSE,,,,helens2017 (Helen Sullivan),@TeamUSA @NastiaLiukin winning the All Around in gymnastics in 2008,female,,0,742,0,,0,,,"@teamusa, @nastialiukin",http://twitter.com/helens2017/statuses/1245128272620539904,TeamUSA,,reply,1.24506E+18,,73991237,,742,2316,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,13409,FALSE,2020-10-05T16:39:32.519+0000,0
17:34.0,@TeamUSA Iâ€™d watch @larkynaustman skate. ðŸ˜,http://twitter.com/mogotraining/statuses/1245128130286608384,en,mogotraining,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/430523409?token=5f8af9ad5489e9f3ec0ba8646cde21e41ddee37704862057f8a2022dabe9c1db,,FALSE,,,,mogotraining (Morgan),@TeamUSA Iâ€™d watch @larkynaustman skate. ðŸ˜,unknown,,0,763,0,"CO, USA",0,,,"@teamusa, @larkynaustman",http://twitter.com/mogotraining/statuses/1245128130286608384,TeamUSA,,reply,1.24506E+18,,430523409,,763,1338,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,3561,FALSE,2020-10-05T16:39:32.448+0000,0
17:15.0,"#RT @USYouthSoccer: RT @USMNT: 30 minutes from now! Join @RobStoneONFOX, @TonySanneh and Josh Wolff as they discuss the memorable 2001 #WCQ vs. ðŸ‡²ðŸ‡½ in Columbus on U.S. Soccer Facebook. https://t.co/QUCAQX59iQ",http://twitter.com/mrmarleywilson/statuses/1245128050041393155,en,mrmarleywilson,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/27751172?token=fda2dac6542d17cf621d25fedc7b8b5682e070df943796604e0af14fc3a29112,,FALSE,,,https://twitter.com/USMNT/status/1244740322871083008,mrmarleywilson (Marley Wilson),"#RT @USYouthSoccer: RT @USMNT: 30 minutes from now! Join @RobStoneONFOX, @TonySanneh and Josh Wolff as they discuss the memorable 2001 #WCQ vs. ðŸ‡²ðŸ‡½ in Columbus on U.S. Soccer Facebook. https://t.co/QUCAQX59iQ",unknown,"#rt, #wcq",11.7,113,0,USA,0,,,"@usyouthsoccer, @usmnt, @robstoneonfox, @tonysanneh",http://twitter.com/mrmarleywilson/statuses/1245128050041393155,,,post,0,,27751172,,113,503,1,,,0,2273,FALSE,2020-10-05T16:39:32.523+0000,0
16:44.0,@TeamUSA Flo Jo in 1988!,http://twitter.com/marcyjill/statuses/1245127919489384452,pt,marcyjill,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/14045822?token=6391028eedb2bdebaf2494eee9ae5c705148925dbf9a4aef64ed60fb5bbabce9,,FALSE,Bridgeport,,,marcyjill (Marcy DeMassa),@TeamUSA Flo Jo in 1988!,female,,0,262,0,"Bridgeport, CT, USA",0,,,@teamusa,http://twitter.com/marcyjill/statuses/1245127919489384452,TeamUSA,,reply,1.24506E+18,,14045822,,262,334,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,6429,FALSE,2020-10-05T16:39:32.523+0000,0
16:24.0,"@Tokyo2020 ã‚ªãƒªãƒ³ãƒ”ãƒƒã‚¯ã¯ã„ã‚‰ãªã„
å»ƒæ­¢ã—ã‚
#æ±äº¬ã‚ªãƒªãƒ³ãƒ”ãƒƒã‚¯ä¸­æ­¢ã—ã‚
#ã‚ªãƒªãƒ³ãƒ”ãƒƒã‚¯å»ƒæ­¢ã—ã‚
#å»ƒæ­¢ã å»ƒæ­¢
#ä¸­æ­¢ã ä¸­æ­¢
#NOlympics
#NoTokyo2020
#NoTokyo2021
#NOlympicsAnywhere
#20210723ç²‰ç •
#0723ç²‰ç •",http://twitter.com/Populaire1970/statuses/1245127836182048768,ja,Populaire1970,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/893464998?token=a4d571e0bd636264e9423f3966f5c4cb922bee8b2f5f27558df029604b0dea75,,FALSE,,,,Populaire1970 (äººæ°‘),@Tokyo2020 ã‚ªãƒªãƒ³ãƒ”ãƒƒã‚¯ã¯ã„ã‚‰ãªã„ å»ƒæ­¢ã—ã‚ #æ±äº¬ã‚ªãƒªãƒ³ãƒ”ãƒƒã‚¯ä¸­æ­¢ã—ã‚ #ã‚ªãƒªãƒ³ãƒ”ãƒƒã‚¯å»ƒæ­¢ã—ã‚ #å»ƒæ­¢ã å»ƒæ­¢ #ä¸­æ­¢ã ä¸­æ­¢ #NOlympics #NoTokyo2020 #NoTokyo2021 #NOlympicsAnywhere #20210723ç²‰ç • #0723ç²‰ç •,unknown,"#æ±äº¬ã‚ªãƒªãƒ³ãƒ”ãƒƒã‚¯ä¸­æ­¢ã—ã‚, #ã‚ªãƒªãƒ³ãƒ”ãƒƒã‚¯å»ƒæ­¢ã—ã‚, #å»ƒæ­¢ã å»ƒæ­¢, #ä¸­æ­¢ã ä¸­æ­¢, #nolympics, #notokyo2020, #notokyo2021, #nolympicsanywhere, #20210723ç²‰ç •, #0723ç²‰ç •",40.5,3109,0,,0,,,@tokyo2020,http://twitter.com/Populaire1970/statuses/1245127836182048768,Tokyo2020,,reply,1.24462E+18,,893464998,,530,919,2,http://twitter.com/Tokyo2020/statuses/1244618800663683072,,5,51459,FALSE,2021-01-02T14:48:55.357+0000,4283
14:31.0,@USABoxing @Claressashields @andreward @TeamUSA 1980! Miracle on ice!,http://twitter.com/HaddixBryan/statuses/1245127361647071238,en,HaddixBryan,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/934409658911031296?token=bf2861ad452fa953ff179455e73d3e8abcd14dde76197454132117f816eceebd,,FALSE,,,,HaddixBryan (Bryan Haddix),@USABoxing @Claressashields @andreward @TeamUSA 1980! Miracle on ice!,male,,0,15,0,,0,,,"@usaboxing, @claressashields, @andreward, @teamusa",http://twitter.com/HaddixBryan/statuses/1245127361647071238,USABoxing,,reply,1.24509E+18,,9.3441E+17,,15,50,0,http://twitter.com/USABoxing/statuses/1245093029725081601,,0,338,FALSE,2020-10-05T16:39:32.509+0000,0
14:01.0,Queremos desearle un Feliz CumpleaÃ±os a Don Camilo Perez  presidente de @odesurmedia  @COSAToficial @coparaguay miembro del ComitÃ© olÃ­mpico Internacional @iocmedia y de la ITF @ITF_Tennis. Un orgullo como dirigente deportivo Felicidades #FelizCumpleanos @CamiloPerezLM https://t.co/OUuQXu4ewQ,http://twitter.com/tiebreaktv/statuses/1245127239223717888,es,tiebreaktv,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/269856550?token=5afd0cbbfb60ee17ef241796ce38cdefc4b547ff4ac6f7bc24d5a57cf4ade9af,,FALSE,,,,tiebreaktv (TiebreakTV),Queremos desearle un Feliz CumpleaÃ±os a Don Camilo Perez presidente de @odesurmedia @COSAToficial @coparaguay miembro del ComitÃ© olÃ­mpico Internacional @iocmedia y de la ITF @ITF_Tennis. Un orgullo como dirigente deportivo Felicidades #FelizCumpleanos @CamiloPerezLM https://t.co/OUuQXu4ewQ,unknown,#felizcumpleanos,6.3,1620,0,,0,,http://pbs.twimg.com/media/EUeUn2eXYAA-l8Y.jpg,"@odesurmedia, @cosatoficial, @coparaguay, @iocmedia, @itf_tennis, @camiloperezlm",http://twitter.com/tiebreaktv/statuses/1245127239223717888,,,post,0,,269856550,,92,1097,0,,,1,336,FALSE,2020-10-05T16:39:32.448+0000,0
13:20.0,"@TeamUSA @TeamShuster Who needs a ticket when you got YouTube

https://t.co/KzlO8uZxqc",http://twitter.com/Dr_VanNostrand1/statuses/1245127065575337986,en,Dr_VanNostrand1,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/844546076350840833?token=83b3794c172a2fdf0a9db89722871f291e2899dc8dbb5d4d67a27c26c854497d,,FALSE,,,"https://youtu.be/9D7luILD1UY, https://www.youtube.com/watch?v=9D7luILD1UY&feature=youtu.be",Dr_VanNostrand1 (Dr Van Nostrand),@TeamUSA @TeamShuster Who needs a ticket when you got YouTube https://t.co/KzlO8uZxqc,unknown,,0,11,0,,0,,,"@teamusa, @teamshuster",http://twitter.com/Dr_VanNostrand1/statuses/1245127065575337986,TeamUSA,,reply,1.24506E+18,,8.44546E+17,,11,93,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,1776,FALSE,2020-10-05T16:39:32.529+0000,0
13:20.0,@TeamUSA I snuck into the spectators stands during closing ceremonies and watched with my girls on my lap. I would relive that moment.,http://twitter.com/NateWeberActual/statuses/1245127067781312513,en,NateWeberActual,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/894748095619014656?token=3038a9fa23131c34a358e9be73314d11e4c61016d55f4c0aba11b7ca02bee442,,FALSE,,,,NateWeberActual (Nate Weber),@TeamUSA I snuck into the spectators stands during closing ceremonies and watched with my girls on my lap. I would relive that moment.,unknown,,21.6,4712,0,"CO, USA",0,,,@teamusa,http://twitter.com/NateWeberActual/statuses/1245127067781312513,TeamUSA,,reply,1.24506E+18,,8.94748E+17,,4712,353,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,897,TRUE,2020-10-05T16:39:32.510+0000,2903
13:18.0,@olympicchannel @FIBA @BaloncestoESP @usabasketball Golden ages. ðŸ†ðŸ†ðŸ†ðŸ†ðŸ†ðŸ†,http://twitter.com/De11aDevil/statuses/1245127058319007744,en,De11aDevil,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1964193109?token=ec4b8e26596ecb34817b60cb39e7a2c146fb735b812ca04a886f468aae743df8,,FALSE,San Jose,,,De11aDevil (De11a Devil),@olympicchannel @FIBA @BaloncestoESP @usabasketball Golden ages. ðŸ†ðŸ†ðŸ†ðŸ†ðŸ†ðŸ†,unknown,,0,157,0,"San Jose, CA, USA",0,,,"@olympicchannel, @fiba, @baloncestoesp, @usabasketball",http://twitter.com/De11aDevil/statuses/1245127058319007744,olympicchannel,,reply,1.24504E+18,,1964193109,,157,124,0,http://twitter.com/olympicchannel/statuses/1245039655470469124,,0,17357,FALSE,2020-10-05T16:39:32.510+0000,0
12:48.0,@usavolleyball @DustinWatten @davidmsmith15 These work wonders! Not enough people use em!,http://twitter.com/SuChannYang/statuses/1245126932100009991,en,SuChannYang,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/2248205558?token=00eaca721b6141ac84c3da4bd5ca8d26996e443a37a050aa7d5ef4f1de0b335c,,FALSE,Minneapolis,,,SuChannYang (SuChann Yang),@usavolleyball @DustinWatten @davidmsmith15 These work wonders! Not enough people use em!,unknown,,0,54,0,"Minneapolis, MN, USA",0,,,"@usavolleyball, @dustinwatten, @davidmsmith15",http://twitter.com/SuChannYang/statuses/1245126932100009991,usavolleyball,,reply,1.24508E+18,,2248205558,,54,212,0,http://twitter.com/usavolleyball/statuses/1245083599151366144,,0,178,FALSE,2020-10-05T16:39:32.510+0000,0
11:13.0,@TeamUSA 1980 USA hockey.,http://twitter.com/CptnShibby/statuses/1245126535176224770,sv,CptnShibby,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/2370487068?token=f3d3ec63a080c2884e68b21c0871579ed309bd0c078f6412f4f623cc91d36310,,FALSE,Atlanta,,,CptnShibby (Shibby),@TeamUSA 1980 USA hockey.,unknown,,0,46,0,"Atlanta, GA, USA",0,,,@teamusa,http://twitter.com/CptnShibby/statuses/1245126535176224770,TeamUSA,,reply,1.24506E+18,,2370487068,,46,196,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,1937,FALSE,2020-10-05T16:39:32.531+0000,0
07:23.0,@sanchelli10 @TeamUSA Jesse Owens at 1936 Olympics in Berlin,http://twitter.com/jbeanpoll/statuses/1245125566770143232,en,jbeanpoll,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/59874685?token=7effac62076df4e2569d09c610e3a09a78ee6b64cf35727a982365508f8c7221,,FALSE,,,,jbeanpoll (Josh Bean),@sanchelli10 @TeamUSA Jesse Owens at 1936 Olympics in Berlin,male,,30.4,8701,0,USA,0,,,"@sanchelli10, @teamusa",http://twitter.com/jbeanpoll/statuses/1245125566770143232,sanchelli10,,reply,1.24512E+18,,59874685,,8701,1170,0,http://twitter.com/sanchelli10/statuses/1245123257084321793,,0,52723,TRUE,2020-10-05T16:39:32.449+0000,4516
05:33.0,@Petra_Kvitova @Tokyo2020 https://t.co/BlJunh7ZUB,http://twitter.com/maxipizzass/statuses/1245125109171568643,de,maxipizzass,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1162644965891149825?token=a90422d514272413fad601adbeb934dc1a590e63bb34a7603cdcc00aa48acb2c,,FALSE,,,,maxipizzass (@maxipizzas),@Petra_Kvitova @Tokyo2020 https://t.co/BlJunh7ZUB,unknown,,0,83,0,TUR,0,,http://pbs.twimg.com/media/EUeSrjzWsAA2sz_.jpg,"@petra_kvitova, @tokyo2020",http://twitter.com/maxipizzass/statuses/1245125109171568643,Petra_Kvitova,,reply,1.24255E+18,,1.16264E+18,,83,1436,0,http://twitter.com/Petra_Kvitova/statuses/1242554255355064326,,0,257,FALSE,2020-10-05T16:39:32.429+0000,0
04:42.0,@CoachJax11 @TeamHandball @USATH @USARugby https://t.co/fp3D4CUMzK,http://twitter.com/DetroitHandball/statuses/1245124894259662849,de,DetroitHandball,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1225203869996789761?token=49946eb5be8c561d6aa0a591d330e4ac6911359434364c384b2d508484b42a36,,FALSE,,,,DetroitHandball (Detroit Handball Club),@CoachJax11 @TeamHandball @USATH @USARugby https://t.co/fp3D4CUMzK,unknown,,11.5,107,0,,0,,https://video.twimg.com/tweet_video/EUeSe_aXgAAj0S4.mp4#gif,"@coachjax11, @teamhandball, @usath, @usarugby",http://twitter.com/DetroitHandball/statuses/1245124894259662849,CoachJax11,,reply,1.24512E+18,,1.2252E+18,,107,535,1,http://twitter.com/CoachJax11/statuses/1245123308590370816,,0,251,FALSE,2020-10-05T16:39:32.439+0000,0
04:40.0,"@TeamUSA @USAWP Congratulations, Bruce!",http://twitter.com/LoriOki/statuses/1245124884058918912,en,LoriOki,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/176527438?token=48f90c622cd75195cd2aa40ab7b59a716c26ff2720abf3ea689c0fd58ca0f159,,FALSE,,,,LoriOki (Lori Okimura),"@TeamUSA @USAWP Congratulations, Bruce!",female,,0.5,1729,0,"HI, USA",0,,,"@teamusa, @usawp",http://twitter.com/LoriOki/statuses/1245124884058918912,TeamUSA,,reply,1.24512E+18,,176527438,,1729,1121,0,http://twitter.com/TeamUSA/statuses/1245116351120838660,,0,14482,FALSE,2020-10-05T16:39:32.427+0000,943
03:08.0,"@TeamUSA Womanâ€™s softball 1996, 2000, 2004.  So excited itâ€™s coming back to the Summer Games!",http://twitter.com/Diva2540/statuses/1245124499026001920,en,Diva2540,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1524063852?token=30d150ddecbf2cf51cdbbdaae00641cfecae75cdf09459bd34e18dc8c46e485e,,FALSE,,,,Diva2540 (Kristy Pallach),"@TeamUSA Womanâ€™s softball 1996, 2000, 2004. So excited itâ€™s coming back to the Summer Games!",female,,0,9,0,"CA, USA",0,,,@teamusa,http://twitter.com/Diva2540/statuses/1245124499026001920,TeamUSA,,reply,1.24506E+18,,1524063852,,9,91,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,75,FALSE,2020-10-05T16:39:32.440+0000,0
02:06.0,@jamietworkowski @TWLOHA @USWNT @Ashlyn_Harris @mojgani https://t.co/sGiGlEC7j7,http://twitter.com/veganfitness_1/statuses/1245124237427384320,de,veganfitness_1,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1177169563517095936?token=588652f1643ac31e28966485abaf0576605cf6820fdee2fd7660b7c5d3e43321,,FALSE,Blackburn,,"https://twitter.com/veganfitness_1/status/1206650662970445825?s=21, https://twitter.com/i/web/status/1206650662970445825",veganfitness_1 (antonio sumner),@jamietworkowski @TWLOHA @USWNT @Ashlyn_Harris @mojgani https://t.co/sGiGlEC7j7,male,,0,256,0,"Blackburn, North West, GBR",0,,,"@jamietworkowski, @twloha, @uswnt, @ashlyn_harris, @mojgani",http://twitter.com/veganfitness_1/statuses/1245124237427384320,jamietworkowski,,reply,1.24511E+18,,1.17717E+18,,256,4391,0,http://twitter.com/jamietworkowski/statuses/1245106406530916352,,0,7724,FALSE,2020-10-05T16:39:32.429+0000,0
59:26.0,@TeamUSA McKayla Maroney vault London 2012,http://twitter.com/creel3300/statuses/1245123566120640512,en,creel3300,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/2726758185?token=1545af136fafe87e27294f2ed47cbe2bc49728271b0f411259ec81ee0d1c184e,,FALSE,Lancaster,,,creel3300 (cassidy marie),@TeamUSA McKayla Maroney vault London 2012,female,,0,135,0,"Lancaster, PA, USA",0,,,@teamusa,http://twitter.com/creel3300/statuses/1245123566120640512,TeamUSA,,reply,1.24506E+18,,2726758185,,135,454,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,4440,FALSE,2020-10-05T16:39:32.442+0000,0
59:02.0,@InesSainzG @Tokyo2020 Dolares,http://twitter.com/HermannG79/statuses/1245123467348807680,en,HermannG79,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1337847829?token=c8a76ddd6d2e2d5b7270685fc33eeda9b2a5e5a7e3b67d78d278f68de8ca22cf,,FALSE,,,,HermannG79 (Hermann),@InesSainzG @Tokyo2020 Dolares,male,,0,878,0,,0,,,"@inessainzg, @tokyo2020",http://twitter.com/HermannG79/statuses/1245123467348807680,InesSainzG,,reply,1.24506E+18,,1337847829,,878,939,0,http://twitter.com/InesSainzG/statuses/1245057317739081729,,0,32187,FALSE,2020-10-05T16:39:32.434+0000,0
58:24.0,@DetroitHandball @TeamHandball @USATH @USARugby But seen you must know https://t.co/AnxnGFNuBF,http://twitter.com/CoachJax11/statuses/1245123308590370816,en,CoachJax11,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/548798438?token=0e742072f66d25c5903b72d31a7d2b870e0add5039844d67baa1885a751a50d7,,FALSE,,,https://www.teamusa.org/usa-team-handball/athletes/Divine-Jackson,CoachJax11 (DIVINE JACKSON),@DetroitHandball @TeamHandball @USATH @USARugby But seen you must know https://t.co/AnxnGFNuBF,male,,12.8,157,0,,0,,,"@detroithandball, @teamhandball, @usath, @usarugby",http://twitter.com/CoachJax11/statuses/1245123308590370816,DetroitHandball,,reply,1.24512E+18,,548798438,,157,249,1,http://twitter.com/DetroitHandball/statuses/1245118790490259457,,0,788,FALSE,2020-10-05T16:39:32.442+0000,0
58:12.0,"@TeamUSA 1980 Lake Placid, USA Hockey vs. USSR",http://twitter.com/sanchelli10/statuses/1245123257084321793,en,sanchelli10,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/3234292939?token=a7a143d52a39a8e1d5a212f1b8f631af1d7af7865987165b953a94cec8a87a51,,FALSE,Birmingham,,,sanchelli10 (Karen Sanchelli Johns â¤ï¸),"@TeamUSA 1980 Lake Placid, USA Hockey vs. USSR",female,,22.3,1182,0,"Birmingham, AL, USA",0,,,@teamusa,http://twitter.com/sanchelli10/statuses/1245123257084321793,TeamUSA,,reply,1.24506E+18,,3234292939,,1182,1118,1,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,23443,FALSE,2020-10-05T16:39:32.427+0000,1771
57:40.0,@DetroitHandball @TeamHandball @USATH @USARugby Cute,http://twitter.com/CoachJax11/statuses/1245123122207940608,en,CoachJax11,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/548798438?token=0e742072f66d25c5903b72d31a7d2b870e0add5039844d67baa1885a751a50d7,,FALSE,,,,CoachJax11 (DIVINE JACKSON),@DetroitHandball @TeamHandball @USATH @USARugby Cute,male,,0,157,0,,0,,,"@detroithandball, @teamhandball, @usath, @usarugby",http://twitter.com/CoachJax11/statuses/1245123122207940608,DetroitHandball,,reply,1.24512E+18,,548798438,,157,249,0,http://twitter.com/DetroitHandball/statuses/1245118790490259457,,0,787,FALSE,2020-10-05T16:39:32.428+0000,0
57:15.0,@championXdesign @JustinJBasch @USAWrestling Your point?,http://twitter.com/ADeSantoKimura/statuses/1245123017782562818,en,ADeSantoKimura,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/974723229121118209?token=eba8ef742d4e36028ae3adeecd80c3659dd803231ca99cb9fd4e5caf08717f5a,,FALSE,Iowa City,,,ADeSantoKimura (Austin DeSantoâ€™s Kimura),@championXdesign @JustinJBasch @USAWrestling Your point?,male,,0,596,0,"Iowa City, IA, USA",0,,,"@championxdesign, @justinjbasch, @usawrestling",http://twitter.com/ADeSantoKimura/statuses/1245123017782562818,championXdesign,,reply,1.24503E+18,,9.74723E+17,,596,170,0,http://twitter.com/championXdesign/statuses/1245030779945508864,,0,678,FALSE,2020-10-05T16:39:32.429+0000,0
55:57.0,@InesSainzG @Tokyo2020 En todos los giros gÃ¼erita ...,http://twitter.com/NARSUAR/statuses/1245122693256679426,es,NARSUAR,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/748679880?token=d421a7cdd9662175571e3be8efced17b1759113f676a052dbf77dc01e198329b,,FALSE,Hermosillo,,,NARSUAR (NARCISO SUAREZ),@InesSainzG @Tokyo2020 En todos los giros gÃ¼erita ...,male,,0,5,0,"Hermosillo, Sonora, MEX",0,,,"@inessainzg, @tokyo2020",http://twitter.com/NARSUAR/statuses/1245122693256679426,InesSainzG,,reply,1.24506E+18,,748679880,,5,80,0,http://twitter.com/InesSainzG/statuses/1245057317739081729,,0,227,FALSE,2020-10-05T16:39:32.503+0000,0
55:55.0,@TeamUSA 1980 US Hockey,http://twitter.com/JPoshepny/statuses/1245122680732426243,en,JPoshepny,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1241584526482190337?token=567338e58aa506652a16e780a5a4024b0e29dc010630dfaada53fa56a68d9011,,FALSE,,,,JPoshepny (John Poshepny),@TeamUSA 1980 US Hockey,male,,0,13,0,,0,,,@teamusa,http://twitter.com/JPoshepny/statuses/1245122680732426243,TeamUSA,,reply,1.24506E+18,,1.24158E+18,,13,47,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,34,FALSE,2020-10-05T16:39:32.503+0000,0
55:50.0,"Highlight: Kalin Hubbard- 6'2"" Middle/Right-Jersey #11- BVA 16B Lisa-  3/2020 16Ope... https://t.co/uPpmNxP1z6 via @YouTube @FloridaRegion @usavolleyball @PrepVolleyball #volleyball",http://twitter.com/kalinhubbard/statuses/1245122663405834241,en,kalinhubbard,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1019354688137949192?token=8bd478679d0c8396be55e61b097ac6091e23a0499a17192ea928b1c8ae4cb3b0,,FALSE,Fort Lauderdale,,"https://youtu.be/170-ZXFxaoc, https://www.youtube.com/watch?v=170-ZXFxaoc&feature=youtu.be",kalinhubbard (Kalin Hubbard),"Highlight: Kalin Hubbard- 6'2"" Middle/Right-Jersey #11- BVA 16B Lisa- 3/2020 16Ope... https://t.co/uPpmNxP1z6 via @YouTube @FloridaRegion @usavolleyball @PrepVolleyball #volleyball",male,#volleyball,0.9,141,0,"Fort Lauderdale, FL, USA",0,,,"@youtube, @floridaregion, @usavolleyball, @prepvolleyball",http://twitter.com/kalinhubbard/statuses/1245122663405834241,,,post,0,,1.01935E+18,,53,294,0,,,1,105,FALSE,2020-10-05T16:39:32.421+0000,0
54:35.0,@USMNT @RobStoneONFOX @TonySanneh The good old days when the USMNT had heart and fight...... Miss those days,http://twitter.com/Matt_Wilson206/statuses/1245122348182679552,en,Matt_Wilson206,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/326406891?token=44ff63c558eb78b535e83ad312308f131ae6c900e559edf33560ed1ac2e825c2,,FALSE,Seattle,,,Matt_Wilson206 (Matt Wilson),@USMNT @RobStoneONFOX @TonySanneh The good old days when the USMNT had heart and fight...... Miss those days,male,,0,52,0,"Seattle, WA, USA",0,,,"@usmnt, @robstoneonfox, @tonysanneh",http://twitter.com/Matt_Wilson206/statuses/1245122348182679552,USMNT,,reply,1.24499E+18,,326406891,,52,365,0,http://twitter.com/USMNT/statuses/1244987818117480450,,0,2887,FALSE,2020-10-05T16:39:32.443+0000,0
52:26.0,"wsl: .@johnjohnflorenc and friends take to the WSL Surf Ranch in his most recent YouTube edit. Have a watch at https://t.co/1BN9iWoPDm 
ðŸŽ¥: Parallel Sea https://t.co/ssZBg66i1P",http://twitter.com/surfnsea/statuses/1245121808271097856,en,surfnsea,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/2187455766?token=a886d9bc22f4494610aec7a2adbb48e605496d6f9ece932eb716eb20ca657c7f,,FALSE,,,"http://wsl.tv/jjf, https://www.youtube.com/watch?v=tszjuTQ9bc0&t=315s",surfnsea (Surf N Sea),wsl: .@johnjohnflorenc and friends take to the WSL Surf Ranch in his most recent YouTube edit. Have a watch at https://t.co/1BN9iWoPDm ðŸŽ¥: Parallel Sea https://t.co/ssZBg66i1P,unknown,,0,521,0,USA,0,,https://video.twimg.com/amplify_video/1245111627571056640/vid/720x900/xZ7wJZ2RfgT8TZbO.mp4?tag=13,@johnjohnflorenc,http://twitter.com/surfnsea/statuses/1245121808271097856,,,post,0,,2187455766,,521,181,0,,,0,13706,FALSE,2020-10-05T16:39:32.435+0000,0
51:40.0,@USWNT @FIFAWWC @USYNT ðŸ™‚ðŸ™‚ https://t.co/EafzTQ3i8t,http://twitter.com/theyhate_c/statuses/1245121612996923392,de,theyhate_c,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/882710760308305925?token=e575b7aeb0dbc6df3f6c0e43f03990859df52490c14ab8df3b41486b2fa2ba75,,FALSE,Columbia,,,theyhate_c (ChanayaðŸ™‚),@USWNT @FIFAWWC @USYNT ðŸ™‚ðŸ™‚ https://t.co/EafzTQ3i8t,unknown,,0,40,0,"Columbia, SC, USA",0,,http://pbs.twimg.com/media/EUePgV_WAA8gAi9.jpg,"@uswnt, @fifawwc, @usynt",http://twitter.com/theyhate_c/statuses/1245121612996923392,USWNT,,reply,1.2451E+18,,8.82711E+17,,40,94,0,http://twitter.com/USWNT/statuses/1245103242461224961,,0,33,FALSE,2020-10-05T16:39:32.443+0000,0
